1604389487.803218475,215000000.00
1604389489.981314447,215000000.00
1604389492.122506943,215000000.00
1604389494.275805146,215000000.00
1604389496.431890063,215000000.00
1604389498.592070057,215000000.00
1604389500.754896493,215000000.00
1604389502.901725393,215000000.00
1604389505.054810728,215000000.00
1604389507.208625884,215000000.00
1604389509.337235548,215000000.00
1604389511.511474262,215000000.00
1604389513.643007496,215000000.00
1604389515.792946503,215000000.00
1604389517.963880948,215000000.00
1604389520.116078349,215000000.00
1604389522.262583930,215000000.00
1604389524.402387809,215000000.00
1604389526.544598241,215000000.00
1604389528.679015318,215000000.00
1604389530.811419620,215000000.00
1604389532.969065525,215000000.00
1604389535.109264451,215000000.00
1604389537.246394157,215000000.00
1604389539.389434430,215000000.00
1604389541.533703019,215000000.00
1604389543.685834214,215000000.00
1604389545.816720024,215000000.00
1604389547.968233375,215000000.00
1604389550.108892048,215000000.00
1604389552.248316697,215000000.00
1604389554.377465403,215000000.00
1604389556.521589935,215000000.00
1604389558.687434323,215000000.00
1604389560.833395720,215000000.00
1604389562.983093812,215000000.00
1604389565.141147871,215000000.00
1604389567.288367645,215000000.00
1604389569.433023787,215000000.00
1604389571.577931804,215000000.00
1604389573.732890144,215000000.00
1604389575.874676778,215000000.00
1604389578.022202200,215000000.00
1604389580.165226686,215000000.00
1604389582.300333380,215000000.00
1604389584.429968855,215000000.00
1604389586.573167098,215000000.00
1604389588.716191617,215000000.00
1604389590.849910030,215000000.00
1604389593.005730002,215000000.00
1604389595.155350245,215000000.00
1604389597.290929188,215000000.00
1604389599.431834190,215000000.00
1604389601.574044836,215000000.00
1604389603.727599923,215000000.00
1604389605.880588088,215000000.00
1604389608.012972395,215000000.00
1604389610.158165995,215000000.00
1604389612.345155026,215000000.00
1604389614.489077218,215000000.00
1604389616.644065041,215000000.00
1604389618.788121036,215000000.00
1604389620.978358320,215000000.00
1604389623.121027805,215000000.00
1604389625.253564316,215000000.00
1604389627.413799473,215000000.00
1604389629.543084346,215000000.00
1604389631.688421097,215000000.00
1604389633.827742868,215000000.00
1604389635.973020504,215000000.00
1604389638.139404686,215000000.00
1604389640.275619127,215000000.00
1604389642.424202241,215000000.00
1604389644.556312733,215000000.00
1604389646.714565513,215000000.00
1604389648.850188705,215000000.00
1604389651.024709509,215000000.00
1604389653.208895369,215000000.00
1604389655.352457071,215000000.00
1604389657.490510442,215000000.00
1604389659.625124383,215000000.00
1604389661.766294014,215000000.00
1604389663.905905250,215000000.00
1604389666.056004625,215000000.00
1604389668.196186809,215000000.00
1604389670.339997882,215000000.00
1604389672.491161724,215000000.00
1604389674.641571365,215000000.00
1604389676.790565611,215000000.00
1604389678.948469808,215000000.00
1604389681.088623190,215000000.00
1604389683.242209912,215000000.00
1604389685.381219782,215000000.00
1604389687.538287136,215000000.00
1604389689.674342315,215000000.00
1604389691.821357432,215000000.00
1604389694.004936049,215000000.00
1604389696.135930384,215000000.00
1604389698.290084589,215000000.00
1604389700.422291176,215000000.00
1604389702.566051006,215000000.00
1604389704.717409644,215000000.00
1604389706.860434541,215000000.00
1604389709.027764789,215000000.00
1604389711.174053810,215000000.00
1604389713.307423551,215000000.00
1604389715.460035444,215000000.00
1604389717.619256268,215000000.00
1604389719.758130159,215000000.00
1604389721.913033903,215000000.00
1604389724.062035939,215000000.00
1604389726.203179017,215000000.00
1604389728.339109562,215000000.00
1604389730.472376954,215000000.00
1604389732.646853327,215000000.00
1604389734.777505994,215000000.00
1604389736.925282587,215000000.00
1604389739.065029826,215000000.00
1604389741.225059424,215000000.00
1604389743.390365166,215000000.00
1604389745.526414474,215000000.00
1604389747.682757688,215000000.00
1604389749.827614651,215000000.00
1604389752.002143431,215000000.00
1604389754.154530082,215000000.00
1604389756.301699553,215000000.00
1604389758.459680811,215000000.00
1604389760.597538868,215000000.00
1604389762.740269661,215000000.00
1604389764.875382342,215000000.00
1604389767.035883211,215000000.00
1604389769.177756304,215000000.00
1604389771.342367696,215000000.00
1604389773.484412821,215000000.00
1604389775.637606318,215000000.00
1604389777.776570177,215000000.00
1604389779.920109152,215000000.00
1604389782.060811034,215000000.00
1604389784.238924219,215000000.00
1604389786.394651445,215000000.00
1604389788.550416991,215000000.00
1604389790.704500190,215000000.00
1604389792.837629508,215000000.00
1604389795.047827198,215000000.00
1604389797.192981019,215000000.00
1604389799.335714594,215000000.00
1604389801.479575127,215000000.00
1604389803.622102702,215000000.00
1604389805.767674117,215000000.00
1604389807.960850972,215000000.00
1604389810.097488942,215000000.00
1604389812.235679297,215000000.00
1604389814.361640071,215000000.00
1604389816.506976339,215000000.00
1604389818.700289000,215000000.00
1604389820.832258383,215000000.00
1604389823.005918484,215000000.00
1604389825.145922341,215000000.00
1604389827.304144235,215000000.00
1604389829.450832625,215000000.00
1604389831.590488744,215000000.00
1604389833.729209199,215000000.00
1604389835.879906202,215000000.00
1604389838.047447213,215000000.00
1604389840.186764781,215000000.00
1604389842.328825532,215000000.00
1604389844.476117182,215000000.00
1604389846.615327716,215000000.00
1604389848.775744236,215000000.00
1604389850.934630823,215000000.00
1604389853.086897931,215000000.00
1604389855.233682637,215000000.00
1604389857.375809118,215000000.00
1604389859.565316123,215000000.00
1604389861.716985333,215000000.00
1604389863.873371165,215000000.00
1604389866.011681941,215000000.00
1604389868.160082751,215000000.00
1604389870.302364916,215000000.00
1604389872.439144646,215000000.00
1604389874.576241323,215000000.00
1604389876.722627875,215000000.00
1604389878.866673120,215000000.00
1604389881.021689723,215000000.00
1604389883.172314519,215000000.00
1604389885.319013149,215000000.00
1604389887.478524663,215000000.00
1604389889.610929624,215000000.00
1604389891.747843122,215000000.00
1604389893.898767283,215000000.00
1604389896.062594851,215000000.00
1604389898.213219199,215000000.00
1604389900.358525980,215000000.00
1604389902.501214691,215000000.00
1604389904.655543363,215000000.00
1604389906.793687809,215000000.00
1604389908.935657042,215000000.00
1604389911.076344179,215000000.00
1604389913.228039251,215000000.00
1604389915.375263152,215000000.00
1604389917.526192126,215000000.00
1604389919.678039123,215000000.00
1604389921.820851980,215000000.00
1604389923.969200672,215000000.00
1604389926.111874785,215000000.00
1604389928.239445832,215000000.00
1604389930.390039117,215000000.00
1604389932.534584625,215000000.00
1604389934.679855296,215000000.00
1604389936.828764151,215000000.00
1604389938.974625899,215000000.00
1604389941.125764710,215000000.00
1604389943.271230912,215000000.00
1604389945.405523436,215000000.00
1604389947.564524235,215000000.00
1604389949.709823408,215000000.00
1604389951.853282746,215000000.00
1604389954.028129109,215000000.00
1604389956.167733404,215000000.00
1604389958.315878964,215000000.00
1604389960.461020501,215000000.00
1604389962.600868220,215000000.00
1604389964.761215690,215000000.00
1604389966.900117950,215000000.00
1604389969.064668713,215000000.00
1604389971.213337954,215000000.00
1604389973.385251305,215000000.00
1604389975.523995684,215000000.00
1604389977.678800463,215000000.00
1604389979.821828442,215000000.00
1604389981.977438709,215000000.00
1604389984.142536562,215000000.00
1604389986.290407312,215000000.00
1604389988.432445248,215000000.00
1604389990.582896782,215000000.00
1604389992.716680256,215000000.00
1604389994.863852736,215000000.00
1604389997.017408259,215000000.00
1604389999.151214620,215000000.00
1604390001.304972859,215000000.00
1604390003.433847033,215000000.00
1604390005.576282791,215000000.00
1604390007.716722621,215000000.00
1604390009.854336210,215000000.00
1604390011.996988075,215000000.00
1604390014.147826948,215000000.00
1604390016.283997570,215000000.00
1604390018.420521800,215000000.00
1604390020.551458286,215000000.00
1604390022.688743249,215000000.00
1604390024.843079794,215000000.00
1604390027.025237217,215000000.00
1604390029.181414135,215000000.00
1604390031.329998766,215000000.00
1604390033.467755529,215000000.00
1604390035.615743628,215000000.00
1604390037.746559985,215000000.00
1604390039.890116038,215000000.00
1604390042.042252746,215000000.00
1604390044.180817212,215000000.00
1604390046.329939415,215000000.00
1604390048.474326582,215000000.00
1604390050.617599858,215000000.00
1604390052.762270257,215000000.00
1604390054.899039816,215000000.00
1604390057.052375069,215000000.00
1604390059.208055279,215000000.00
1604390061.348894295,215000000.00
1604390063.491227217,215000000.00
1604390065.636895347,215000000.00
1604390067.782983811,215000000.00
1604390069.955049426,215000000.00
1604390072.112445861,215000000.00
1604390074.257291520,215000000.00
1604390076.400292699,215000000.00
1604390078.534594970,215000000.00
1604390080.698356098,215000000.00
1604390082.837857286,215000000.00
1604390084.979639325,215000000.00
1604390087.138420833,215000000.00
1604390089.286253428,215000000.00
1604390091.464573067,215000000.00
1604390093.621802523,215000000.00
1604390095.757887948,215000000.00
1604390097.904135605,215000000.00
1604390100.101101520,215000000.00
1604390102.319566187,215000000.00
1604390104.473555313,215000000.00
1604390106.626665132,215000000.00
1604390108.766651417,215000000.00
1604390110.905830644,215000000.00
1604390113.060178022,215000000.00
1604390115.199408081,215000000.00
1604390117.331639010,215000000.00
1604390119.477290110,215000000.00
1604390121.612189425,215000000.00
1604390123.765225011,215000000.00
1604390125.911267787,215000000.00
1604390128.053496029,215000000.00
1604390130.199059417,215000000.00
1604390132.337095014,215000000.00
1604390134.486621925,215000000.00
1604390136.639668441,215000000.00
1604390138.782684350,215000000.00
1604390140.930532456,215000000.00
1604390143.086922118,215000000.00
1604390145.239892933,215000000.00
1604390147.378355545,215000000.00
1604390149.536530595,215000000.00
1604390151.695959751,215000000.00
1604390153.845343067,215000000.00
1604390155.974771252,215000000.00
1604390158.121389644,215000000.00
1604390160.264439640,215000000.00
1604390162.402917958,215000000.00
1604390164.553936821,215000000.00
1604390166.691986493,215000000.00
1604390168.829219169,215000000.00
1604390170.970848044,215000000.00
1604390173.127752309,215000000.00
1604390175.268048805,215000000.00
1604390177.413194320,215000000.00
1604390179.568246176,215000000.00
1604390181.700967056,215000000.00
1604390183.848680865,215000000.00
1604390185.998414738,215000000.00
1604390188.159051869,215000000.00
1604390190.336696928,215000000.00
1604390192.484110387,215000000.00
1604390194.625027429,215000000.00
1604390196.800537570,215000000.00
1604390198.943438798,215000000.00
1604390201.088119313,215000000.00
1604390203.220671655,215000000.00
1604390205.384487597,215000000.00
1604390207.515696652,215000000.00
1604390209.652595291,215000000.00
1604390211.845653058,215000000.00
1604390214.101531128,215000000.00
1604390216.259206830,215000000.00
1604390218.405742934,215000000.00
1604390220.559192737,215000000.00
1604390222.739821762,215000000.00
1604390224.907487597,215000000.00
